epoch,accuracy,loss,val_accuracy,val_loss
0,0.018555663526058197,7.456634044647217,NA,NA
1,0.11269721388816833,6.486568927764893,NA,NA
2,0.21545234322547913,5.796835899353027,NA,NA
3,0.273941308259964,5.320399761199951,NA,NA
4,0.31880658864974976,4.941582202911377,NA,NA
5,0.3400019109249115,4.643822193145752,NA,NA
6,0.3547370433807373,4.385378360748291,NA,NA
7,0.367214560508728,4.150437831878662,NA,NA
8,0.38049963116645813,3.927769660949707,NA,NA
9,0.3927253484725952,3.71343994140625,NA,NA
10,0.4057499170303345,3.511843681335449,NA,NA
11,0.41902628540992737,3.3210718631744385,NA,NA
12,0.43346619606018066,3.142101526260376,NA,NA
13,0.4467078149318695,2.9763927459716797,NA,NA
14,0.46343135833740234,2.8220369815826416,NA,NA
15,0.4793647527694702,2.68233585357666,NA,NA
16,0.4941519796848297,2.5559284687042236,NA,NA
17,0.5099985003471375,2.439150094985962,NA,NA
18,0.5266525745391846,2.3323519229888916,NA,NA
19,0.5409448742866516,2.2373831272125244,NA,NA
20,0.554160475730896,2.151324987411499,NA,NA
21,0.5654484629631042,2.07585072517395,NA,NA
22,0.5772660374641418,2.0033347606658936,NA,NA
23,0.5866177082061768,1.9407004117965698,NA,NA
24,0.59476238489151,1.8829821348190308,NA,NA
25,0.603679895401001,1.8284101486206055,NA,NA
26,0.6109128594398499,1.7793619632720947,NA,NA
27,0.6167826056480408,1.7350430488586426,NA,NA
28,0.6229822635650635,1.6924889087677002,NA,NA
29,0.6285133957862854,1.6539276838302612,NA,NA
30,0.6338186860084534,1.6172065734863281,NA,NA
31,0.6382297277450562,1.5838284492492676,NA,NA
32,0.6441602110862732,1.550261378288269,NA,NA
33,0.6472427248954773,1.5209770202636719,NA,NA
34,0.6517665386199951,1.492581844329834,NA,NA
35,0.6564988493919373,1.4659844636917114,NA,NA
36,0.6589474678039551,1.4437816143035889,NA,NA
37,0.6627940535545349,1.417187213897705,NA,NA
38,0.6664235591888428,1.3958990573883057,NA,NA
39,0.6699488759040833,1.371767520904541,NA,NA
40,0.67313551902771,1.3519363403320312,NA,NA
41,0.675592839717865,1.331803798675537,NA,NA
42,0.6793091893196106,1.313086748123169,NA,NA
43,0.679665207862854,1.2970399856567383,NA,NA
44,0.6835812330245972,1.2779825925827026,NA,NA
45,0.6853178143501282,1.2613787651062012,NA,NA
46,0.6883916258811951,1.2443965673446655,NA,NA
47,0.6903453469276428,1.2291364669799805,NA,NA
48,0.6926984190940857,1.2142502069473267,NA,NA
49,0.6942874193191528,1.1992851495742798,NA,NA
50,0.696935772895813,1.1858950853347778,NA,NA
51,0.6985160708427429,1.1731500625610352,NA,NA
52,0.700443685054779,1.160447597503662,NA,NA
53,0.7028923034667969,1.149483323097229,NA,NA
54,0.7029443979263306,1.1387975215911865,NA,NA
55,0.7056882381439209,1.1261669397354126,NA,NA
56,0.7069559693336487,1.1160463094711304,NA,NA
57,0.7087967991828918,1.1050618886947632,NA,NA
58,0.7114798426628113,1.0926759243011475,NA,NA
59,0.7116708755493164,1.0834026336669922,NA,NA
60,0.7131643891334534,1.0742684602737427,NA,NA
61,0.7147880792617798,1.0654054880142212,NA,NA
62,0.7169414758682251,1.0550510883331299,NA,NA
63,0.7169154286384583,1.0469517707824707,NA,NA
64,0.7185999751091003,1.038556456565857,NA,NA
65,0.7195637822151184,1.0293223857879639,NA,NA
66,0.7217258214950562,1.021337866783142,NA,NA
67,0.7216824293136597,1.013967514038086,NA,NA
68,0.7234798073768616,1.0068556070327759,NA,NA
69,0.7231411933898926,1.0003223419189453,NA,NA
70,0.7255029678344727,0.9911802411079407,NA,NA
71,0.7263191938400269,0.9849539995193481,NA,NA
72,0.7278473973274231,0.9785060286521912,NA,NA
73,0.7283770442008972,0.9717028737068176,NA,NA
74,0.7294450402259827,0.9636934399604797,NA,NA
75,0.7302612662315369,0.9572494626045227,NA,NA
76,0.731259822845459,0.9527637958526611,NA,NA
77,0.7313900589942932,0.9467250108718872,NA,NA
78,0.7340384125709534,0.9389908909797668,NA,NA
79,0.7332742810249329,0.9338849186897278,NA,NA
80,0.7335608005523682,0.9279004335403442,NA,NA
81,0.7353234887123108,0.9211792945861816,NA,NA
82,0.7369124889373779,0.9173913598060608,NA,NA
83,0.7369211912155151,0.9107677340507507,NA,NA
84,0.7380673289299011,0.9065890312194824,NA,NA
85,0.7383625507354736,0.9014797806739807,NA,NA
86,0.7397171258926392,0.8966466784477234,NA,NA
87,0.739239513874054,0.8927332758903503,NA,NA
88,0.7398039102554321,0.8867568969726562,NA,NA
89,0.7399775981903076,0.8830978274345398,NA,NA
90,0.7415405511856079,0.8762221932411194,NA,NA
91,0.7428951263427734,0.8713633418083191,NA,NA
92,0.7430340051651001,0.8693286776542664,NA,NA
93,0.7437894344329834,0.8622589707374573,NA,NA
94,0.7436158061027527,0.8600525259971619,NA,NA
95,0.7448140382766724,0.8553710579872131,NA,NA
96,0.74598628282547,0.8509936332702637,NA,NA
97,0.7448400855064392,0.8477948904037476,NA,NA
98,0.7454739809036255,0.843539297580719,NA,NA
99,0.7463769912719727,0.8419587016105652,NA,NA
100,0.7474797368049622,0.835075318813324,NA,NA
101,0.7471237182617188,0.8323408961296082,NA,NA
102,0.7478270530700684,0.8278510570526123,NA,NA
103,0.7476968169212341,0.8263154625892639,NA,NA
104,0.7496157884597778,0.8191405534744263,NA,NA
105,0.7495549917221069,0.8167744278907776,NA,NA
106,0.7505448460578918,0.8132337927818298,NA,NA
107,0.7502670288085938,0.810560941696167,NA,NA
108,0.7511613368988037,0.8062385320663452,NA,NA
109,0.7501541376113892,0.8063926100730896,NA,NA
110,0.7509790062904358,0.800799548625946,NA,NA
111,0.7519341707229614,0.79886394739151,NA,NA
112,0.7524030208587646,0.7960192561149597,NA,NA
113,0.7516215443611145,0.7933750152587891,NA,NA
114,0.7522467374801636,0.7897217273712158,NA,NA
115,0.7533581852912903,0.7866542339324951,NA,NA
116,0.7542351484298706,0.7851295471191406,NA,NA
117,0.7542698979377747,0.7806295156478882,NA,NA
118,0.7555028796195984,0.7784373760223389,NA,NA
119,0.7560499310493469,0.774717390537262,NA,NA
120,0.7552076578140259,0.7726942300796509,NA,NA
121,0.755989134311676,0.7684972286224365,NA,NA
122,0.7567185163497925,0.7673820853233337,NA,NA
123,0.7572394609451294,0.763882040977478,NA,NA
124,0.7557026147842407,0.7632991671562195,NA,NA
125,0.7564927339553833,0.7635412812232971,NA,NA
126,0.7564406394958496,0.7591460347175598,NA,NA
127,0.7575260400772095,0.7560266852378845,NA,NA
128,0.7581512331962585,0.7528191208839417,NA,NA
129,0.7584030032157898,0.7507624626159668,NA,NA
130,0.7586548328399658,0.7475544214248657,NA,NA
131,0.7590715885162354,0.7459294199943542,NA,NA
132,0.7582901120185852,0.7460420727729797,NA,NA
133,0.7590629458427429,0.7435731291770935,NA,NA
134,0.7601569890975952,0.7402753233909607,NA,NA
135,0.7601830363273621,0.7383024096488953,NA,NA
136,0.7600354552268982,0.7354971766471863,NA,NA
137,0.7602959275245667,0.7344849109649658,NA,NA
138,0.7605563998222351,0.7325968742370605,NA,NA
139,0.761207640171051,0.7301321029663086,NA,NA
140,0.7609211206436157,0.7291649580001831,NA,NA
141,0.7612597346305847,0.7267752289772034,NA,NA
142,0.7613726258277893,0.7260186076164246,NA,NA
143,0.7623103857040405,0.7229660749435425,NA,NA
144,0.761980414390564,0.7204076647758484,NA,NA
145,0.7611555457115173,0.7210695147514343,NA,NA
146,0.7619022727012634,0.7171770930290222,NA,NA
147,0.761641800403595,0.7158960700035095,NA,NA
148,0.7624145746231079,0.7131268382072449,NA,NA
149,0.7612423896789551,0.7143585681915283,NA,NA
150,0.7631179094314575,0.711585283279419,NA,NA
