epoch,accuracy,loss,val_accuracy,val_loss
0,0.01588142290711403,7.450555801391602,NA,NA
1,0.10091520100831985,6.531408309936523,NA,NA
2,0.23249049484729767,5.708739280700684,NA,NA
3,0.2906760573387146,5.204956531524658,NA,NA
4,0.327648788690567,4.862987518310547,NA,NA
5,0.34521472454071045,4.601529121398926,NA,NA
6,0.3592379689216614,4.376749038696289,NA,NA
7,0.37155061960220337,4.16106653213501,NA,NA
8,0.38537415862083435,3.9509711265563965,NA,NA
9,0.3988329768180847,3.7395975589752197,NA,NA
10,0.4133511483669281,3.5327720642089844,NA,NA
11,0.4271920621395111,3.3356175422668457,NA,NA
12,0.44290849566459656,3.1459531784057617,NA,NA
13,0.4595540463924408,2.9644997119903564,NA,NA
14,0.4762777090072632,2.7980222702026367,NA,NA
15,0.49474671483039856,2.6401798725128174,NA,NA
16,0.5146570801734924,2.489729166030884,NA,NA
17,0.5338207483291626,2.3526456356048584,NA,NA
18,0.5529496669769287,2.2270519733428955,NA,NA
19,0.5707413554191589,2.110269069671631,NA,NA
20,0.5886285901069641,2.0003395080566406,NA,NA
21,0.6060382127761841,1.9015624523162842,NA,NA
22,0.620782196521759,1.8092883825302124,NA,NA
23,0.6352221965789795,1.7232376337051392,NA,NA
24,0.6493496298789978,1.6439363956451416,NA,NA
25,0.6622961759567261,1.5725473165512085,NA,NA
26,0.6742180585861206,1.5029765367507935,NA,NA
27,0.68455970287323,1.4414979219436646,NA,NA
28,0.6946494579315186,1.384861707687378,NA,NA
29,0.7048174142837524,1.3317455053329468,NA,NA
30,0.7133094668388367,1.2800722122192383,NA,NA
31,0.7212545275688171,1.2354507446289062,NA,NA
32,0.7281836867332458,1.1935902833938599,NA,NA
33,0.7355382442474365,1.152269959449768,NA,NA
34,0.7422069311141968,1.1146149635314941,NA,NA
35,0.749552845954895,1.0774339437484741,NA,NA
36,0.7554225921630859,1.0445799827575684,NA,NA
37,0.7598162889480591,1.0154112577438354,NA,NA
38,0.7655297517776489,0.9854961633682251,NA,NA
39,0.7703575491905212,0.9578442573547363,NA,NA
40,0.7757584452629089,0.9302769303321838,NA,NA
41,0.7812982797622681,0.9057978391647339,NA,NA
42,0.7845457792282104,0.8810261487960815,NA,NA
43,0.7889568209648132,0.8611206412315369,NA,NA
44,0.7927252650260925,0.8388180732727051,NA,NA
45,0.7968758344650269,0.8161460757255554,NA,NA
46,0.799862802028656,0.8014199733734131,NA,NA
47,0.801729679107666,0.784105122089386,NA,NA
48,0.806236207485199,0.7644645571708679,NA,NA
49,0.8111074566841125,0.7443821430206299,NA,NA
50,0.8143375515937805,0.7281854748725891,NA,NA
51,0.817185640335083,0.7155254483222961,NA,NA
52,0.8185141682624817,0.7031790614128113,NA,NA
53,0.820415735244751,0.6888386011123657,NA,NA
54,0.8225517868995667,0.6776914000511169,NA,NA
55,0.8269628286361694,0.6617761850357056,NA,NA
56,0.8295590877532959,0.6489676237106323,NA,NA
57,0.8311046957969666,0.6386837959289551,NA,NA
58,0.8347949981689453,0.6237478852272034,NA,NA
59,0.8356459140777588,0.6137723922729492,NA,NA
60,0.8365142345428467,0.604330837726593,NA,NA
61,0.8397183418273926,0.5929380059242249,NA,NA
62,0.8415157198905945,0.5837017297744751,NA,NA
63,0.84405118227005,0.5733487010002136,NA,NA
64,0.8451626300811768,0.5650785565376282,NA,NA
65,0.8459180593490601,0.5576130151748657,NA,NA
66,0.848340630531311,0.5480124950408936,NA,NA
67,0.8511713743209839,0.538201093673706,NA,NA
68,0.8530555963516235,0.5275111794471741,NA,NA
69,0.8536633849143982,0.5207560658454895,NA,NA
70,0.8544275164604187,0.5176537036895752,NA,NA
71,0.8566069602966309,0.511049211025238,NA,NA
72,0.8560686111450195,0.5057595372200012,NA,NA
73,0.858881950378418,0.49533653259277344,NA,NA
74,0.8597589731216431,0.4878489375114441,NA,NA
75,0.8616518974304199,0.4812767803668976,NA,NA
76,0.8613045811653137,0.47593334317207336,NA,NA
77,0.8632495999336243,0.4716075658798218,NA,NA
78,0.8645954728126526,0.46420106291770935,NA,NA
79,0.8668009638786316,0.45668619871139526,NA,NA
80,0.8670961856842041,0.45406264066696167,NA,NA
81,0.8685289025306702,0.4478966295719147,NA,NA
82,0.8687025904655457,0.4444846212863922,NA,NA
83,0.8701005578041077,0.43924251198768616,NA,NA
84,0.870855987071991,0.4351067543029785,NA,NA
85,0.8722105622291565,0.428480863571167,NA,NA
86,0.8730093836784363,0.42482325434684753,NA,NA
87,0.874494194984436,0.4217531085014343,NA,NA
88,0.8744508028030396,0.41560834646224976,NA,NA
89,0.8747373223304749,0.4139324426651001,NA,NA
90,0.8754754066467285,0.40879085659980774,NA,NA
91,0.876456618309021,0.4058564007282257,NA,NA
92,0.8759182691574097,0.4074547290802002,NA,NA
93,0.8761266469955444,0.40301620960235596,NA,NA
94,0.8780542612075806,0.39624738693237305,NA,NA
95,0.879504382610321,0.39177796244621277,NA,NA
96,0.879938542842865,0.3880847692489624,NA,NA
97,0.8798256516456604,0.3858436346054077,NA,NA
98,0.8796433210372925,0.38288435339927673,NA,NA
99,0.8806331753730774,0.3817354142665863,NA,NA
100,0.8820745944976807,0.3791177272796631,NA,NA
